date,actual,forecast
1981-02-01,0.039239269372032363,-0.009194068776838208
1981-03-01,-0.01977970880881031,0.015754601216508072
1981-04-01,0.002327266221333016,-0.017751155003573882
1981-05-01,-0.00641240032170662,-0.0027607178708638444
1981-06-01,0.0018739448692041217,-0.004038623720355893
1981-07-01,-0.05972501011842673,-0.0008035675062105998
1981-08-01,-0.050669116992358584,-0.005059646337411136
1981-09-01,0.05245091044309915,0.00036304817594881713
1981-10-01,0.04027599595369511,0.031224967476647783
1981-11-01,-0.02603849215789387,0.03426425839974801
1981-12-01,-0.013100534376089728,0.02701331652104911
1982-01-01,-0.0575420129078889,0.0352494181978032
1982-02-01,-0.005229812921633657,0.017716080674093637
1982-03-01,0.044053637443588624,-0.009320923594899415
1982-04-01,-0.03491190566697392,0.00583545705169725
1982-05-01,-0.015334166690015397,-0.0041191412143422755
1982-06-01,-0.017963401453813293,-0.013621612928718165
1982-07-01,0.11448627395039215,-0.0013464195682335023
1982-08-01,0.012314735272443754,0.0006017615595713548
1982-09-01,0.10895188532040184,0.02132930435869506
1982-10-01,0.039605687097850055,0.03185992418440235
1982-11-01,0.019106755458588087,0.035978326185659416
1982-12-01,0.036537133631078834,0.040105175127372356
1983-01-01,0.022691198611386937,0.04046901687189031
1983-02-01,0.03631638467994263,0.0387975057542063
1983-03-01,0.0757488223732237,0.048352361422611845
1983-04-01,-0.008873335300424005,0.02723549928241148
1983-05-01,0.03805198139029733,0.02027421118859676
1983-06-01,-0.030009799172532936,0.031138013548083925
1983-07-01,0.0147871922260558,0.018079606802131998
1983-08-01,0.01361332393183182,0.007111509432367927
1983-09-01,-0.01171504917338101,0.01340876263288447
1983-10-01,0.02080519571257807,0.00781948396840802
1983-11-01,-0.005297460324182735,0.013770018888331525
1983-12-01,-0.005634388639164597,0.002181617068860034
1984-01-01,-0.03584799295994244,0.003629340866041399
1984-02-01,0.017159540043459463,0.02038829823187044
1984-03-01,0.009204549988725283,0.008046558103866876
1984-04-01,-0.0571767887813562,-0.0027406648737403247
1984-05-01,0.02128736186493642,-0.01021751235105667
1984-06-01,-0.01254003755271074,0.01066647201970315
1984-07-01,0.10472145746141394,-0.0026129453790216268
1984-08-01,0.00020996115795714963,0.014792416297142221
1984-09-01,0.0036607606278589123,0.019874650859368435
1984-10-01,-0.011424312852020998,0.016000780415855658
1984-11-01,0.025872810440279483,0.00985783858423121
1984-12-01,0.07497650901597089,0.015447995977469814
1985-01-01,0.012143980065927764,0.026460643347470145
1985-02-01,0.000597720404198686,0.015916083029045767
1985-03-01,-0.0010491728322864391,0.007007362569213493
1985-04-01,0.05602621602706487,0.007521966668716324
1985-05-01,0.015417337402190083,0.01956925599812089
1985-06-01,-0.0014721411866167014,0.021079302513456397
1985-07-01,-0.00862415534529241,0.009808809274877801
1985-08-01,-0.03175952915705742,0.013818022455755016
1985-09-01,0.04507480142110704,0.003711857807514707
1985-10-01,0.06627550080949357,0.014791078012541675
1985-11-01,0.04718642422869332,0.01467212641587125
1985-12-01,0.005483172886960171,0.030145885228902183
1986-01-01,0.07197579498137024,0.02294134735508635
1986-02-01,0.05424116032942566,0.021097172152553374
1986-03-01,-0.011406135138689811,0.025847650933990236
1986-04-01,0.05172475116506371,0.03658982940741435
1986-05-01,0.016698292234671612,0.012226637564339157
1986-06-01,-0.05760524909546525,0.010765662093072507
1986-07-01,0.07146626700711148,0.028158156922343313
1986-08-01,-0.08635025557432009,0.016813100612781573
1986-09-01,0.056096978452172985,0.020613471779842196
1986-10-01,0.024009039642862315,0.0012784737137461481
1986-11-01,-0.02585089488904868,0.009901149470864042
1986-12-01,0.12630049087137352,-0.007785188959719273
1987-01-01,0.038694806630867974,-0.011589564834940622
1987-02-01,0.028427412203217754,0.003639078509042919
1987-03-01,-0.00909159785297974,0.016342515079000645
1987-04-01,0.008443239922902631,0.010815271117098922
1987-05-01,0.04913481349216095,0.014182575904030267
1987-06-01,0.049334781398275074,0.0135902719773007
1987-07-01,0.03653574389532028,-0.006342732145854655
1987-08-01,-0.02222308000305096,0.010193924431442732
1987-09-01,-0.242549502798927,0.005738731395060319
1987-10-01,-0.08604783454357738,0.010064183849619709
1987-11-01,0.07329633049483354,0.04485265432044071
1987-12-01,0.042503167572927984,0.04501451218161034
1988-01-01,0.04373317052293114,0.009270003839611995
1988-02-01,-0.031035104892061672,0.022558308455625332
1988-03-01,0.01226031816958135,0.022324113403104685
1988-04-01,0.0060711094357185575,0.012440370739952624
1988-05-01,0.04515497989492431,0.012658561355638849
1988-06-01,-0.0025789879772200102,0.0066685785724948056
1988-07-01,-0.036379293103806346,-0.0007683358238501105
1988-08-01,0.041855415694628015,-0.0054118817020591126
1988-09-01,0.02848380033986596,0.0013838006335278443
1988-10-01,-0.016136797285261573,0.007743805961653715
1988-11-01,0.01750213310105705,0.03929862008984369
1988-12-01,0.0714519176641045,-0.0019420198894440082
1989-01-01,-0.02651234980397932,-0.002115964123508503
1989-02-01,0.02341765775713347,-0.008165325932841553
1989-03-01,0.05159832580469002,-0.031598708767289936
1989-04-01,0.03719548091823333,-0.004320088545983528
1989-05-01,-0.005242721951485764,-0.008379335507120786
1989-06-01,0.08720419896826391,-0.012212465798903397
1989-07-01,0.01791057321473284,0.005929910263284792
1989-08-01,-0.0040071643632801895,0.01113827314965209
1989-09-01,-0.022846967326421618,0.0035443728680624644
1989-10-01,0.01903939921367884,0.010007904953123854
1989-11-01,0.023794114587160912,0.004967235159560362
1989-12-01,-0.06848197983521519,0.009374557258851406
1990-01-01,0.011318531292837893,-0.016877287530570505
