date,actual,forecast
1981-02-01,0.039239269372032363,-0.039757776034569314
1981-03-01,-0.01977970880881031,-0.02263412184946101
1981-04-01,0.002327266221333016,-0.038455043157926694
1981-05-01,-0.00641240032170662,-0.031185421579617234
1981-06-01,0.0018739448692041217,-0.029808709322886262
1981-07-01,-0.05972501011842673,-0.03793490983301351
1981-08-01,-0.050669116992358584,-0.046522150781237004
1981-09-01,0.05245091044309915,-0.03972857962213916
1981-10-01,0.04027599595369511,-0.006924246149754509
1981-11-01,-0.02603849215789387,0.017311893150026902
1981-12-01,-0.013100534376089728,0.005344487170736212
1982-01-01,-0.0575420129078889,-0.007747397177467974
1982-02-01,-0.005229812921633657,-0.0012723932611353739
1982-03-01,0.044053637443588624,0.014495597347647493
1982-04-01,-0.03491190566697392,0.01841961039856055
1982-05-01,-0.015334166690015397,0.021048012589490517
1982-06-01,-0.017963401453813293,0.01057895009683052
1982-07-01,0.11448627395039215,0.03395767762654156
1982-08-01,0.012314735272443754,0.04042206482227684
1982-09-01,0.10895188532040184,0.04911803280971894
1982-10-01,0.039605687097850055,0.03826251863285357
1982-11-01,0.019106755458588087,0.03419668673747944
1982-12-01,0.036537133631078834,0.03655435383215666
1983-01-01,0.022691198611386937,0.023250838222256487
1983-02-01,0.03631638467994263,0.028900819049390458
1983-03-01,0.0757488223732237,0.00967313448766638
1983-04-01,-0.008873335300424005,0.0011088226665958434
1983-05-01,0.03805198139029733,-0.009868139489125793
1983-06-01,-0.030009799172532936,-0.011944567113126192
1983-07-01,0.0147871922260558,-0.03333963899350545
1983-08-01,0.01361332393183182,-0.02780889989751123
1983-09-01,-0.01171504917338101,-0.022260305055815444
1983-10-01,0.02080519571257807,-0.0267539900151903
1983-11-01,-0.005297460324182735,-0.03211739350079945
1983-12-01,-0.005634388639164597,-0.034086740463898035
1984-01-01,-0.03584799295994244,-0.03258577405017027
1984-02-01,0.017159540043459463,-0.03421596302630148
1984-03-01,0.009204549988725283,-0.03486851602439356
1984-04-01,-0.0571767887813562,-0.038958872317859106
1984-05-01,0.02128736186493642,-0.04495188319100185
1984-06-01,-0.01254003755271074,-0.0349621609588997
1984-07-01,0.10472145746141394,-0.01914226311796874
1984-08-01,0.00020996115795714963,-0.02839262551952526
1984-09-01,0.0036607606278589123,-0.021129194058533862
1984-10-01,-0.011424312852020998,-0.014362984720546645
1984-11-01,0.025872810440279483,-0.010389973897356741
1984-12-01,0.07497650901597089,-0.008325731787833357
1985-01-01,0.012143980065927764,-0.005685739322088823
1985-02-01,0.000597720404198686,-0.021700279791460053
1985-03-01,-0.0010491728322864391,-0.00789350218810414
1985-04-01,0.05602621602706487,-0.0042183860347673185
1985-05-01,0.015417337402190083,0.01015282521062666
1985-06-01,-0.0014721411866167014,0.008395777232911739
1985-07-01,-0.00862415534529241,-0.005559883376310859
1985-08-01,-0.03175952915705742,-0.0008802371665703745
1985-09-01,0.04507480142110704,0.0036984293128190515
1985-10-01,0.06627550080949357,0.0024978655904925873
1985-11-01,0.04718642422869332,0.0073184999044815235
1985-12-01,0.005483172886960171,0.009983932015140251
1986-01-01,0.07197579498137024,0.007807127448020923
1986-02-01,0.05424116032942566,0.027213199314768177
1986-03-01,-0.011406135138689811,0.033287642030091824
1986-04-01,0.05172475116506371,0.03182358154677756
1986-05-01,0.016698292234671612,0.023084070470180462
1986-06-01,-0.05760524909546525,0.017445732872177988
1986-07-01,0.07146626700711148,0.020307886289203436
1986-08-01,-0.08635025557432009,0.02520135221188813
1986-09-01,0.056096978452172985,0.013724635120446083
1986-10-01,0.024009039642862315,0.022274471179439148
1986-11-01,-0.02585089488904868,0.017390112863774343
1986-12-01,0.12630049087137352,0.025640764368234148
1987-01-01,0.038694806630867974,0.011309195173178743
1987-02-01,0.028427412203217754,0.010451198483890645
1987-03-01,-0.00909159785297974,0.003764008716586442
1987-04-01,0.008443239922902631,-0.008745966070175415
1987-05-01,0.04913481349216095,-0.011383058232060428
1987-06-01,0.049334781398275074,-0.004423879335765157
1987-07-01,0.03653574389532028,-0.003243529832592351
1987-08-01,-0.02222308000305096,-0.011951665148637991
1987-09-01,-0.242549502798927,-0.021004893729271945
1987-10-01,-0.08604783454357738,-0.09643487317365196
1987-11-01,0.07329633049483354,-0.01887339358452067
1987-12-01,0.042503167572927984,-0.024666292302316428
1988-01-01,0.04373317052293114,-0.021302497225307748
1988-02-01,-0.031035104892061672,-0.01527147471635526
1988-03-01,0.01226031816958135,-0.017436530171051845
1988-04-01,0.0060711094357185575,-0.02330084700645757
1988-05-01,0.04515497989492431,-0.02361764047687076
1988-06-01,-0.0025789879772200102,-0.0218825477437673
1988-07-01,-0.036379293103806346,-0.026662322033067176
1988-08-01,0.041855415694628015,-0.02380287461722219
1988-09-01,0.02848380033986596,-0.022634415875611658
1988-10-01,-0.016136797285261573,-0.02529131910031568
1988-11-01,0.01750213310105705,-0.02480419860932037
1988-12-01,0.0714519176641045,-0.017549785410248875
1989-01-01,-0.02651234980397932,-0.02158970275898453
1989-02-01,0.02341765775713347,-0.023761734246829036
1989-03-01,0.05159832580469002,-0.020923514637543716
1989-04-01,0.03719548091823333,-0.02383074481560099
1989-05-01,-0.005242721951485764,-0.014480221074904653
1989-06-01,0.08720419896826391,-0.011290324702769805
1989-07-01,0.01791057321473284,-0.007108384199759676
1989-08-01,-0.0040071643632801895,-0.010118452031194436
1989-09-01,-0.022846967326421618,-0.006124732865224192
1989-10-01,0.01903939921367884,-0.00986629408666051
1989-11-01,0.023794114587160912,0.0002527643277823177
