date,actual,forecast
1981-02-01,0.039239269372032363,0.029812878
1981-03-01,-0.01977970880881031,0.032489613
1981-04-01,0.002327266221333016,-0.26469126
1981-05-01,-0.00641240032170662,0.12928163
1981-06-01,0.0018739448692041217,0.04794047
1981-07-01,-0.05972501011842673,0.26833466
1981-08-01,-0.050669116992358584,0.028078489
1981-09-01,0.05245091044309915,0.023635522
1981-10-01,0.04027599595369511,-0.08952671
1981-11-01,-0.02603849215789387,-0.027541965
1981-12-01,-0.013100534376089728,0.018541269
1982-01-01,-0.0575420129078889,0.0625976
1982-02-01,-0.005229812921633657,-0.10530064
1982-03-01,0.044053637443588624,-0.08000675
1982-04-01,-0.03491190566697392,0.056371488
1982-05-01,-0.015334166690015397,0.056222603
1982-06-01,-0.017963401453813293,0.035131555
1982-07-01,0.11448627395039215,-0.05438963
1982-08-01,0.012314735272443754,-0.03455983
1982-09-01,0.10895188532040184,-0.04918188
1982-10-01,0.039605687097850055,-0.15999222
1982-11-01,0.019106755458588087,-0.02296023
1982-12-01,0.036537133631078834,-0.018690713
1983-01-01,0.022691198611386937,-0.043302044
1983-02-01,0.03631638467994263,0.09503666
1983-03-01,0.0757488223732237,-0.01853805
1983-04-01,-0.008873335300424005,0.0753597
1983-05-01,0.03805198139029733,0.0591743
1983-06-01,-0.030009799172532936,-0.14919202
1983-07-01,0.0147871922260558,-0.029584857
1983-08-01,0.01361332393183182,0.024731686
1983-09-01,-0.01171504917338101,0.10873832
1983-10-01,0.02080519571257807,0.053336542
1983-11-01,-0.005297460324182735,0.12368484
1983-12-01,-0.005634388639164597,-0.024184937
1984-01-01,-0.03584799295994244,0.021945298
1984-02-01,0.017159540043459463,0.062319398
1984-03-01,0.009204549988725283,-0.017893318
1984-04-01,-0.0571767887813562,-0.032832727
1984-05-01,0.02128736186493642,-0.072359696
1984-06-01,-0.01254003755271074,-0.0053735673
1984-07-01,0.10472145746141394,0.0017276909
1984-08-01,0.00020996115795714963,0.24684876
1984-09-01,0.0036607606278589123,-0.070688345
1984-10-01,-0.011424312852020998,0.10838551
1984-11-01,0.025872810440279483,0.1615915
1984-12-01,0.07497650901597089,-0.018641662
1985-01-01,0.012143980065927764,0.009426206
1985-02-01,0.000597720404198686,-0.068323195
1985-03-01,-0.0010491728322864391,-0.026244646
1985-04-01,0.05602621602706487,0.14935243
1985-05-01,0.015417337402190083,0.0711276
1985-06-01,-0.0014721411866167014,0.035010677
1985-07-01,-0.00862415534529241,-0.00540065
1985-08-01,-0.03175952915705742,0.071950175
1985-09-01,0.04507480142110704,-0.0676534
1985-10-01,0.06627550080949357,-0.016363308
1985-11-01,0.04718642422869332,0.012514718
1985-12-01,0.005483172886960171,-0.017764665
1986-01-01,0.07197579498137024,0.07987569
1986-02-01,0.05424116032942566,-0.041494876
1986-03-01,-0.011406135138689811,0.07974348
1986-04-01,0.05172475116506371,-0.035340697
1986-05-01,0.016698292234671612,-0.045524493
1986-06-01,-0.05760524909546525,-0.28740835
1986-07-01,0.07146626700711148,-0.060045302
1986-08-01,-0.08635025557432009,0.01000423
1986-09-01,0.056096978452172985,-0.117027126
1986-10-01,0.024009039642862315,0.09479475
1986-11-01,-0.02585089488904868,-0.0409405
1986-12-01,0.12630049087137352,0.004232751
1987-01-01,0.038694806630867974,0.018543497
1987-02-01,0.028427412203217754,-0.021204233
1987-03-01,-0.00909159785297974,-0.022951882
1987-04-01,0.008443239922902631,-0.3444616
1987-05-01,0.04913481349216095,-0.036524575
1987-06-01,0.049334781398275074,0.021408916
1987-07-01,0.03653574389532028,0.028919704
1987-08-01,-0.02222308000305096,0.02064848
1987-09-01,-0.242549502798927,-0.022169724
1987-10-01,-0.08604783454357738,-0.11373298
1987-11-01,0.07329633049483354,-0.037575036
1987-12-01,0.042503167572927984,0.030936074
1988-01-01,0.04373317052293114,-0.014096513
1988-02-01,-0.031035104892061672,0.017261773
1988-03-01,0.01226031816958135,0.030313464
1988-04-01,0.0060711094357185575,0.3794452
1988-05-01,0.04515497989492431,0.056521185
1988-06-01,-0.0025789879772200102,0.050936054
1988-07-01,-0.036379293103806346,0.06742535
1988-08-01,0.041855415694628015,-0.02706635
1988-09-01,0.02848380033986596,-0.05767463
1988-10-01,-0.016136797285261573,0.057347666
1988-11-01,0.01750213310105705,0.015739158
1988-12-01,0.0714519176641045,-0.044094265
1989-01-01,-0.02651234980397932,0.028823003
1989-02-01,0.02341765775713347,-0.007829811
1989-03-01,0.05159832580469002,0.1361706
1989-04-01,0.03719548091823333,0.0807691
1989-05-01,-0.005242721951485764,0.13040653
1989-06-01,0.08720419896826391,-0.09894626
1989-07-01,0.01791057321473284,0.12711363
1989-08-01,-0.0040071643632801895,0.028930452
1989-09-01,-0.022846967326421618,-0.003027888
1989-10-01,0.01903939921367884,-0.02730237
1989-11-01,0.023794114587160912,0.03646681
1989-12-01,-0.06848197983521519,0.032760277
1990-01-01,0.011318531292837893,0.09537184
1990-02-01,0.026736210115186954,0.0050944686
1990-03-01,-0.02437916889671622,0.026936643
1990-04-01,0.09066141513299664,-0.030183684
1990-05-01,-0.006215002586292415,0.002923634
1990-06-01,-0.0024983233219865813,-0.032483064
1990-07-01,-0.09602485788782322,-0.031676833
1990-08-01,-0.04932361806260666,-0.037500538
1990-09-01,-0.0034591153122336834,0.0151508
1990-10-01,0.061306020158801634,-0.024628852
1990-11-01,0.027569902044143255,0.027995445
1990-12-01,0.043605108554206407,-0.06791043
1991-01-01,0.06785808234312889,-0.11638753
1991-02-01,0.024645877982799207,-0.07434279
