date,actual,forecast
1981-02-01,0.039239269372032363,-0.0025672128016817246
1981-03-01,-0.01977970880881031,0.004108513786612237
1981-04-01,0.002327266221333016,0.0036639093181838485
1981-05-01,-0.00641240032170662,0.012784689170191958
1981-06-01,0.0018739448692041217,0.0029196555964238705
1981-07-01,-0.05972501011842673,0.0044018392538175445
1981-08-01,-0.050669116992358584,0.005146341338805279
1981-09-01,0.05245091044309915,0.008594537478364903
1981-10-01,0.04027599595369511,0.018628651654916218
1981-11-01,-0.02603849215789387,0.0259036646654279
1981-12-01,-0.013100534376089728,0.020744750733523394
1982-01-01,-0.0575420129078889,0.018414148716662384
1982-02-01,-0.005229812921633657,0.013683790895630168
1982-03-01,0.044053637443588624,0.006596754141577273
1982-04-01,-0.03491190566697392,0.011462009726383053
1982-05-01,-0.015334166690015397,0.016096898188308312
1982-06-01,-0.017963401453813293,0.008507581258712815
1982-07-01,0.11448627395039215,0.007322800830347064
1982-08-01,0.012314735272443754,0.028554974322367074
1982-09-01,0.10895188532040184,0.010961859026574679
1982-10-01,0.039605687097850055,0.016482261032248747
1982-11-01,0.019106755458588087,0.022407844172524567
1982-12-01,0.036537133631078834,0.020329263783066126
1983-01-01,0.022691198611386937,0.016057774926470123
1983-02-01,0.03631638467994263,0.020389265022634658
1983-03-01,0.0757488223732237,0.01661672903711845
1983-04-01,-0.008873335300424005,0.017239768891206052
1983-05-01,0.03805198139029733,0.0067152815773833755
1983-06-01,-0.030009799172532936,0.015518714392003643
1983-07-01,0.0147871922260558,0.011496160490861414
1983-08-01,0.01361332393183182,0.01177959668813128
1983-09-01,-0.01171504917338101,0.010246434597680733
1983-10-01,0.02080519571257807,0.011336670056796602
1983-11-01,-0.005297460324182735,0.005547329271627429
1983-12-01,-0.005634388639164597,0.008241876606251931
1984-01-01,-0.03584799295994244,0.009788298406220464
1984-02-01,0.017159540043459463,0.008246152995338374
1984-03-01,0.009204549988725283,0.009686507119994773
1984-04-01,-0.0571767887813562,0.007985643445968544
1984-05-01,0.02128736186493642,0.004607603155151894
1984-06-01,-0.01254003755271074,0.00747832995101202
1984-07-01,0.10472145746141394,0.0053718177369622535
1984-08-01,0.00020996115795714963,0.011011603432155636
1984-09-01,0.0036607606278589123,0.01916764487445037
1984-10-01,-0.011424312852020998,0.009048601222965085
1984-11-01,0.025872810440279483,0.011291978201251288
1984-12-01,0.07497650901597089,0.011731257322188186
1985-01-01,0.012143980065927764,0.012479305644692162
1985-02-01,0.000597720404198686,0.008152696388556459
1985-03-01,-0.0010491728322864391,0.011021359078311026
1985-04-01,0.05602621602706487,0.008662763955688747
1985-05-01,0.015417337402190083,0.011596924765031692
1985-06-01,-0.0014721411866167014,0.010139103284010525
1985-07-01,-0.00862415534529241,0.011538088284273522
1985-08-01,-0.03175952915705742,0.011717082976570006
1985-09-01,0.04507480142110704,0.008605287231802806
1985-10-01,0.06627550080949357,0.009461099117126708
1985-11-01,0.04718642422869332,0.012654277820415718
1985-12-01,0.005483172886960171,0.014996449225558347
1986-01-01,0.07197579498137024,0.01039159079703832
1986-02-01,0.05424116032942566,0.010413533359065317
1986-03-01,-0.011406135138689811,0.014544597958210783
1986-04-01,0.05172475116506371,0.01345943084837828
1986-05-01,0.016698292234671612,0.012692425085767636
1986-06-01,-0.05760524909546525,0.009453854108495845
1986-07-01,0.07146626700711148,0.019047291654243827
1986-08-01,-0.08635025557432009,0.006032600023437335
1986-09-01,0.056096978452172985,0.011954463064116776
1986-10-01,0.024009039642862315,0.009407522116116463
1986-11-01,-0.02585089488904868,0.008596225185617761
1986-12-01,0.12630049087137352,0.010790264194798978
1987-01-01,0.038694806630867974,0.012328839148405863
1987-02-01,0.028427412203217754,0.007448033338120038
1987-03-01,-0.00909159785297974,0.009088965704305601
1987-04-01,0.008443239922902631,0.013638164473743717
1987-05-01,0.04913481349216095,0.009560181995227039
1987-06-01,0.049334781398275074,0.012721382311615013
1987-07-01,0.03653574389532028,0.010188023412199852
1987-08-01,-0.02222308000305096,0.01054903410349376
1987-09-01,-0.242549502798927,0.012508584692498945
1987-10-01,-0.08604783454357738,-0.028855961673067653
1987-11-01,0.07329633049483354,0.011834022399090005
1987-12-01,0.042503167572927984,0.01782772199577934
1988-01-01,0.04373317052293114,0.011095836027451707
1988-02-01,-0.031035104892061672,0.009599502453984676
1988-03-01,0.01226031816958135,0.006581332328826419
1988-04-01,0.0060711094357185575,0.012337099681534798
1988-05-01,0.04515497989492431,0.00902991391085093
1988-06-01,-0.0025789879772200102,0.007773580351987214
1988-07-01,-0.036379293103806346,0.009639249049874099
1988-08-01,0.041855415694628015,0.009560467775854042
1988-09-01,0.02848380033986596,0.003935235479832548
1988-10-01,-0.016136797285261573,0.00723682712345738
1988-11-01,0.01750213310105705,0.008239487875146516
1988-12-01,0.0714519176641045,0.0027711362546945484
1989-01-01,-0.02651234980397932,0.00392995344227176
1989-02-01,0.02341765775713347,-0.002014246870408994
1989-03-01,0.05159832580469002,-0.002218660402907743
1989-04-01,0.03719548091823333,0.0007523595153128001
1989-05-01,-0.005242721951485764,-0.0007446427697610106
1989-06-01,0.08720419896826391,0.0027709149655924066
1989-07-01,0.01791057321473284,0.0016605688243183014
1989-08-01,-0.0040071643632801895,1.1547370660898449e-07
1989-09-01,-0.022846967326421618,0.008568623325469402
1989-10-01,0.01903939921367884,0.003340111368022044
1989-11-01,0.023794114587160912,0.0061972941039987696
1989-12-01,-0.06848197983521519,0.008523163161338615
1990-01-01,0.011318531292837893,0.00042597643819028717
